age,income,city,department,education,years_experience,projects_last_year,avg_weekly_hours,overtime_hours,cert_count,remote_ratio,satisfaction,manager_score,late_days,customer_tickets,acquisition_channel,target_label
22,52603,Guangzhou,Product,本科,0,1,53,16,1,80,3.52,3.88,2,14,Event,C
26,62033,Guangzhou,HR,本科,9,10,47,9,3,80,3.13,2.59,3,19,Event,A
40,100915,Shanghai,Product,硕士,10,10,42,0,0,60,4.56,3.57,4,17,Referral,A
29,57784,Hangzhou,HR,本科,4,4,54,7,0,0,2.43,4.49,0,15,Online,C
32,65613,Chengdu,Tech,本科,4,5,41,7,3,0,3.48,2.23,3,16,Partner,B
56,66654,Chengdu,Support,高中,7,3,47,8,1,0,3.51,3.23,6,20,Partner,C
48,104607,Chengdu,Product,硕士,11,3,44,6,4,80,3.37,3.29,6,0,Ad,A
24,63722,Shenzhen,Support,硕士,8,1,37,6,3,100,2.16,3.33,2,3,Online,C
28,99606,Beijing,Finance,硕士,16,1,50,5,4,100,3.27,2.69,1,21,Event,A
41,76017,Guangzhou,HR,本科,11,4,50,9,1,100,2.34,2.71,0,10,Event,B
40,92604,Shanghai,Sales,本科,4,12,46,1,8,0,4.26,3.71,1,15,Ad,A
42,110090,Beijing,Product,本科,13,7,47,3,2,20,2.61,3.83,5,8,Ad,A
45,125141,Hangzhou,Sales,博士,18,5,64,2,3,100,4.04,2.12,0,15,Online,A
22,80085,Shenzhen,Tech,本科,6,5,59,1,2,0,3.77,3.7,2,11,Event,A
39,90937,Guangzhou,Finance,本科,12,1,47,0,3,20,3.0,2.95,5,7,Ad,B
25,107747,Shanghai,Tech,硕士,10,11,39,10,0,40,3.51,3.36,4,0,Referral,A
48,78735,Chengdu,Finance,本科,8,3,45,5,0,80,1.57,2.78,3,12,Referral,C
54,92750,Guangzhou,Tech,本科,8,8,42,2,2,0,2.16,2.82,5,12,Ad,A
26,65523,Hangzhou,Finance,博士,1,3,38,11,1,40,2.25,3.92,2,19,Referral,B
32,68882,Shenzhen,Sales,本科,7,7,41,3,1,80,3.02,3.07,1,25,Event,B
22,80282,Shanghai,Finance,硕士,12,6,40,11,0,20,4.05,2.04,8,4,Ad,B
36,93997,Shenzhen,Sales,博士,6,8,46,3,1,20,2.53,2.92,2,16,Referral,A
26,47988,Chengdu,Support,硕士,2,10,49,9,3,80,3.46,2.62,3,11,Event,A
21,72332,Shenzhen,Sales,硕士,2,5,51,3,0,80,3.6,3.82,0,14,Online,B
53,72027,,Finance,高中,4,8,42,11,1,60,3.4,1.42,4,15,Online,B
32,57395,Guangzhou,Product,高中,6,10,45,6,1,60,2.33,3.14,2,13,Online,A
26,69065,Chengdu,Sales,硕士,4,6,56,11,3,100,3.41,4.15,4,11,Online,A
58,99640,Hangzhou,HR,博士,3,1,32,4,7,60,4.2,5.0,2,14,Online,A
26,50651,Chengdu,HR,高中,6,6,46,9,1,100,3.29,3.8,1,16,Online,A
35,85426,Shanghai,Support,本科,9,4,43,8,3,60,2.67,2.96,2,5,Partner,A
22,56912,Chengdu,Tech,本科,5,4,51,3,1,60,4.15,4.5,1,11,Event,A
37,73514,Shenzhen,HR,本科,8,7,65,6,0,60,3.6,3.46,1,19,Event,A
33,87539,Guangzhou,Tech,硕士,8,6,53,2,3,100,4.51,3.04,4,13,Referral,A
24,70882,Guangzhou,Support,硕士,9,9,49,10,2,20,3.39,3.61,3,9,Referral,A
53,96160,Shanghai,Support,硕士,5,7,50,10,1,100,2.82,4.8,4,29,Referral,A
50,99490,Shenzhen,Product,硕士,8,7,55,0,0,80,3.96,3.04,1,16,Referral,A
48,94067,Hangzhou,Tech,本科,9,1,47,1,3,100,2.63,3.44,3,19,Event,B
50,87621,Beijing,Sales,本科,8,3,51,3,0,20,3.57,4.55,4,22,Referral,B
31,50508,Guangzhou,Support,本科,0,6,37,0,2,40,5.0,3.44,2,30,Referral,A
28,77841,Hangzhou,Product,硕士,4,3,47,9,4,80,3.11,3.61,2,12,Referral,B
29,67888,Beijing,HR,本科,6,7,64,3,5,40,2.94,5.0,0,3,Event,A
36,48954,Chengdu,Sales,高中,1,9,39,4,0,60,2.51,3.51,5,10,Online,B
52,,Guangzhou,Product,博士,3,5,45,7,2,20,2.29,2.93,1,0,Partner,B
41,71807,Chengdu,Support,本科,10,7,44,7,1,80,2.82,3.58,3,19,Event,B
44,84510,Shanghai,Support,本科,10,6,54,2,0,100,4.21,3.93,4,9,Partner,A
49,59234,Hangzhou,Product,高中,1,6,51,12,1,100,3.65,3.8,0,21,Online,B
49,67443,Chengdu,Support,本科,7,7,50,3,4,0,3.68,3.47,4,24,Event,A
56,79973,Shanghai,Sales,硕士,0,2,38,11,1,100,4.74,3.2,2,18,Online,B
50,109744,Shanghai,Sales,硕士,6,8,56,9,2,60,2.68,3.29,0,14,Referral,A
53,106563,Guangzhou,Finance,硕士,13,7,54,0,0,20,3.11,3.82,1,19,Referral,A
38,80509,Shenzhen,Sales,本科,10,3,46,9,3,80,4.25,3.88,5,0,Referral,A
35,,Shanghai,Sales,本科,10,5,47,9,1,60,3.66,2.54,2,20,Ad,B
54,101296,Shanghai,Product,本科,3,6,57,6,3,60,4.18,3.55,1,16,Ad,A
36,61946,Shenzhen,HR,硕士,6,1,47,4,0,20,2.96,3.03,2,7,Partner,C
28,64477,Chengdu,Sales,本科,8,3,47,0,2,60,4.42,1.72,2,13,Ad,B
52,73033,Hangzhou,Support,本科,1,5,38,10,2,80,4.46,4.52,2,9,Ad,A
26,83320,Hangzhou,Tech,本科,9,5,42,4,3,40,3.04,3.63,5,9,Ad,A
57,89224,Guangzhou,Sales,硕士,3,5,45,2,0,80,3.56,4.9,3,1,Referral,A
41,76222,Chengdu,Finance,本科,6,5,45,1,3,20,3.58,3.62,1,4,Partner,A
45,83462,Chengdu,HR,硕士,9,4,54,2,4,40,2.66,4.6,3,21,Ad,A
39,69080,Chengdu,HR,硕士,10,7,41,7,2,40,2.85,3.45,1,9,Event,A
39,54877,Beijing,Sales,高中,3,6,65,3,1,60,3.48,3.92,3,11,Online,A
45,75767,Chengdu,HR,本科,18,8,36,3,0,100,3.22,3.4,6,20,Online,A
54,82706,Guangzhou,Sales,本科,12,7,47,8,0,40,4.96,4.08,2,8,Referral,A
45,83168,Beijing,Support,硕士,3,4,45,11,3,0,2.09,3.57,3,9,Partner,C
44,76497,Chengdu,Sales,本科,6,4,41,12,5,0,4.4,4.77,2,9,Event,A
58,101382,Shenzhen,Tech,本科,5,5,46,9,2,80,3.04,3.05,3,14,Referral,B
26,52769,Chengdu,Tech,本科,0,11,56,7,1,80,4.83,1.23,1,28,Event,B
21,67185,Beijing,Finance,本科,4,6,49,10,2,20,2.63,2.61,4,22,Partner,B
25,63456,Chengdu,Support,博士,1,7,42,7,7,40,3.41,3.69,2,15,Referral,A
48,97825,Guangzhou,Finance,硕士,6,7,49,3,0,60,4.57,4.79,6,9,Online,A
23,47259,Chengdu,Finance,高中,8,2,48,6,4,40,3.41,4.32,6,5,Referral,A
35,61303,Chengdu,Product,本科,1,5,38,4,3,60,3.19,3.03,0,15,Partner,B
21,68218,Hangzhou,Tech,本科,6,9,57,8,6,20,3.75,2.94,5,19,Ad,A
39,90290,Beijing,Product,本科,8,7,37,5,4,20,4.61,3.63,3,8,Event,A
30,66319,Chengdu,HR,本科,14,10,44,4,6,0,2.71,2.76,0,3,Ad,A
35,65014,Shenzhen,Finance,本科,1,6,40,0,1,100,4.64,2.97,5,2,Online,B
51,68459,Guangzhou,HR,本科,11,5,44,10,0,100,2.42,3.78,0,14,Referral,B
24,44337,Hangzhou,HR,本科,0,6,52,0,2,80,4.13,4.88,6,8,Ad,A
34,68890,Hangzhou,Sales,本科,7,3,44,10,3,80,2.44,3.68,2,22,Referral,C
51,70691,Guangzhou,Support,本科,4,6,49,4,3,100,4.34,4.71,3,17,Event,A
57,67838,Shenzhen,Sales,高中,0,2,47,8,4,60,2.9,3.2,3,17,Referral,C
53,90847,Chengdu,Finance,本科,6,7,34,2,0,40,3.48,5.0,0,24,Event,A
48,110710,Shenzhen,Tech,硕士,5,1,46,4,4,80,4.25,4.16,4,18,Ad,A
39,65312,Shanghai,HR,本科,3,7,61,5,2,100,3.65,3.91,3,22,Online,A
22,58349,Beijing,HR,本科,5,5,46,0,1,40,3.67,4.77,2,15,Online,A
25,32000,Hangzhou,Support,本科,0,1,52,1,0,0,3.57,3.59,2,10,Event,C
34,79367,Beijing,Sales,本科,11,6,57,3,0,40,3.28,3.34,6,19,Referral,B
53,90054,Hangzhou,Support,硕士,8,5,42,0,3,80,2.7,3.46,2,18,Online,B
42,74849,Guangzhou,Tech,硕士,0,6,44,8,3,60,3.16,3.15,1,8,Event,A
56,,Hangzhou,Product,本科,8,9,53,5,4,20,3.63,3.33,1,7,Event,A
54,85779,Shenzhen,Tech,高中,7,6,51,6,3,40,3.18,4.25,0,19,Event,A
49,94836,Shanghai,Tech,本科,8,3,61,6,0,60,3.66,3.26,3,9,Partner,A
54,,Guangzhou,Finance,本科,6,2,41,0,4,80,2.27,4.68,5,9,Event,B
34,79344,Shanghai,Support,本科,6,2,55,0,2,100,2.07,,1,4,Partner,B
46,81202,Shanghai,Finance,本科,5,3,39,10,1,0,4.72,3.66,0,2,Online,A
45,72515,Guangzhou,Sales,高中,8,5,51,9,0,0,2.93,3.47,2,11,Event,A
25,65772,Guangzhou,Sales,本科,8,7,50,1,1,40,1.71,3.05,2,8,Event,A
29,64313,Shenzhen,Sales,本科,6,3,47,7,1,0,3.58,3.16,2,19,Online,B
24,68585,Beijing,Sales,本科,7,6,33,9,0,40,1.94,3.55,5,22,Event,B
50,72209,Beijing,Finance,本科,1,8,55,2,1,20,4.16,4.07,4,4,Online,A
44,81813,Guangzhou,HR,博士,11,7,42,2,1,40,2.8,5.0,7,5,Ad,A
29,82964,Shanghai,HR,本科,7,6,48,8,4,0,3.39,4.2,0,19,Referral,A
36,98193,Shenzhen,Sales,硕士,10,9,44,5,2,20,3.4,4.2,3,28,Partner,A
48,90785,Chengdu,Finance,硕士,8,7,53,4,2,20,2.88,2.88,1,13,Online,A
22,36774,Guangzhou,HR,本科,3,5,42,8,0,80,4.71,2.41,2,21,Referral,B
49,87250,Chengdu,Tech,本科,8,4,35,6,2,80,3.87,2.65,2,7,Ad,A
49,103352,Hangzhou,Sales,博士,6,6,50,0,2,60,3.2,3.53,1,6,Event,A
35,68571,Shenzhen,Sales,本科,6,3,47,17,1,40,3.97,2.0,3,20,Partner,C
24,44499,Hangzhou,Product,高中,0,,59,0,3,100,4.62,2.94,1,22,Event,B
28,75720,Beijing,Support,本科,10,5,43,4,0,40,2.42,4.12,2,3,Event,A
48,72714,Beijing,HR,本科,3,10,48,5,4,20,2.29,4.25,3,6,Referral,A
52,55364,Guangzhou,Support,高中,2,5,55,3,2,40,2.75,2.71,1,0,Partner,C
28,81040,Shanghai,Product,本科,6,7,56,10,3,40,3.6,4.25,2,20,Ad,A
49,71750,Guangzhou,Sales,高中,6,1,42,0,4,40,3.16,4.22,2,8,Ad,B
39,83520,Chengdu,HR,博士,5,4,47,1,1,100,4.69,4.24,4,33,Ad,A
47,118955,Beijing,Tech,硕士,9,8,36,0,2,40,3.52,5.0,1,8,Partner,A
21,86063,Beijing,Tech,本科,5,3,49,11,3,60,3.77,3.81,2,21,Referral,A
43,69379,Guangzhou,Support,本科,9,2,37,5,2,100,3.2,2.84,3,20,Referral,B
52,78590,Guangzhou,Finance,本科,8,1,45,8,1,40,3.5,3.6,4,21,Ad,C
37,75721,Shenzhen,Tech,高中,7,5,46,4,0,20,4.0,2.12,3,3,Online,B
21,58619,Chengdu,Tech,本科,6,4,52,5,2,80,3.44,2.87,6,17,Event,B
23,67077,Chengdu,HR,本科,13,7,38,13,0,60,4.24,4.53,2,16,Partner,A
26,75736,Chengdu,Tech,本科,9,6,35,13,2,0,2.27,4.19,3,23,Online,A
31,80668,Shenzhen,Finance,本科,9,5,50,0,3,60,3.95,3.73,5,28,Ad,A
34,90513,Beijing,Product,硕士,7,10,43,1,2,20,4.47,2.45,3,10,Event,A
42,74562,,HR,硕士,12,5,42,4,0,60,3.53,3.63,2,14,Ad,A
45,60852,Shanghai,HR,本科,7,1,35,14,0,0,3.92,2.48,1,4,Referral,C
40,65199,Chengdu,HR,本科,9,9,52,11,1,80,1.61,3.28,0,11,Event,A
53,94733,Guangzhou,Tech,本科,7,5,30,3,4,100,3.32,4.06,1,8,Ad,A
57,96603,Beijing,Support,硕士,4,10,39,4,1,60,2.13,4.14,6,11,Partner,A
52,89174,Beijing,Finance,本科,6,1,62,0,2,80,3.4,2.97,1,15,Online,C
48,88886,Guangzhou,HR,硕士,6,8,41,14,5,40,3.95,4.89,6,20,Partner,A
47,94378,Shanghai,Support,硕士,7,5,48,7,2,40,2.99,4.05,2,14,Partner,A
30,69465,Chengdu,Sales,本科,9,1,49,10,4,0,3.79,3.23,4,17,Partner,C
27,94477,Shanghai,Tech,博士,5,6,45,4,1,0,2.46,2.94,1,17,Online,A
29,82487,Beijing,Tech,本科,9,2,45,1,2,40,4.35,4.45,2,26,Online,A
31,85597,Beijing,Finance,硕士,10,7,53,10,0,60,5.0,2.18,3,7,Referral,A
40,96939,Shenzhen,Finance,本科,12,5,56,7,4,20,4.27,3.09,0,13,Online,A
25,71152,Shanghai,Sales,本科,10,7,56,9,1,40,2.55,2.71,2,8,Ad,B
34,68135,Shenzhen,Finance,高中,6,9,50,6,3,80,3.58,2.41,3,11,Ad,B
49,76031,Guangzhou,Sales,本科,5,8,37,9,2,60,4.24,3.17,1,11,Partner,A
54,97608,Shanghai,Tech,本科,1,6,42,5,2,40,4.19,4.31,1,9,Partner,A
33,53169,Guangzhou,Support,高中,1,6,41,9,1,0,3.79,5.0,2,4,Event,C
55,112578,Hangzhou,Finance,本科,16,9,35,4,4,100,3.33,3.29,3,6,Partner,A
26,,Hangzhou,Product,硕士,4,6,50,8,2,100,3.15,3.2,0,7,Ad,A
53,98402,Hangzhou,Tech,本科,6,8,46,5,2,0,2.16,3.27,2,29,Event,A
41,72437,Guangzhou,Finance,高中,9,4,31,5,3,20,2.24,2.93,5,2,Referral,B
21,68555,Chengdu,Finance,本科,12,6,56,2,1,80,2.19,2.91,0,5,Event,A
56,90698,Hangzhou,HR,硕士,8,7,45,6,2,80,2.75,3.83,2,17,Partner,A
39,67869,Guangzhou,HR,本科,8,7,44,12,1,20,4.57,3.25,0,22,Ad,A
53,91220,Hangzhou,Sales,本科,8,5,41,4,1,20,3.47,3.52,6,10,Referral,A
33,78527,Beijing,Finance,本科,4,3,52,11,6,80,3.56,3.0,2,8,Online,B
41,99097,Beijing,Sales,硕士,9,7,55,4,3,80,2.84,4.85,3,16,Referral,A
43,49913,Guangzhou,Support,本科,0,5,49,3,1,20,4.5,3.25,3,19,Ad,B
23,65358,Shenzhen,Support,本科,8,12,62,0,2,80,3.13,3.88,4,18,Ad,A
40,71464,Beijing,Support,本科,3,4,38,4,3,0,4.35,3.8,4,19,Event,A
24,68217,Hangzhou,Sales,高中,8,7,41,6,4,40,3.52,2.98,3,4,Referral,A
58,90829,Guangzhou,Product,本科,8,8,44,7,2,0,3.16,3.91,2,22,Partner,A
31,68834,Chengdu,Sales,本科,4,6,59,6,4,60,4.22,3.27,2,19,Event,A
28,71897,Hangzhou,Tech,本科,3,4,52,4,0,80,4.02,3.68,1,25,Partner,A
33,96103,Guangzhou,Tech,硕士,12,3,50,6,1,20,3.67,3.46,1,6,Referral,A
26,71864,Shanghai,Product,本科,6,9,49,0,0,20,2.33,3.6,1,12,Online,A
44,77934,Chengdu,Support,硕士,6,3,38,6,1,60,3.87,3.7,0,5,Referral,B
37,45745,Guangzhou,HR,高中,6,2,48,0,1,60,2.24,3.76,5,12,Ad,C
26,75633,Shenzhen,Finance,本科,4,4,30,1,1,20,3.8,4.54,3,12,Partner,B
42,81426,Beijing,Finance,硕士,0,6,40,6,4,20,1.17,2.7,3,18,Online,B
37,99630,Beijing,Product,本科,9,6,40,3,5,100,4.01,4.29,3,11,Referral,A
56,87709,Shenzhen,Support,本科,4,7,62,2,3,100,5.0,,0,0,Online,A
28,72576,Chengdu,Support,硕士,9,3,48,7,3,80,2.39,4.7,3,10,Event,C
53,109590,Beijing,Tech,本科,9,5,46,3,0,60,4.21,3.34,1,9,Online,A
56,129347,Hangzhou,Tech,硕士,12,5,51,10,1,40,3.94,3.68,0,19,Partner,A
33,69527,Shenzhen,Support,高中,10,5,49,8,1,100,3.62,3.5,1,9,Ad,B
33,83817,Shenzhen,Support,本科,14,7,49,3,4,80,4.03,4.75,2,0,Partner,A
45,85090,Chengdu,Tech,本科,6,10,35,11,3,0,3.61,3.92,4,16,Ad,A
28,81891,Guangzhou,Tech,本科,10,4,43,0,2,60,2.39,4.06,3,11,Referral,A
53,91440,Shenzhen,Support,本科,7,,44,8,5,20,3.34,3.84,5,32,Event,A
53,66953,Beijing,Support,本科,0,5,52,8,1,20,4.18,3.41,4,14,Partner,B
39,,Hangzhou,Sales,本科,1,6,55,6,2,100,4.83,2.94,2,1,Ad,A
55,117168,Hangzhou,Tech,硕士,10,4,50,0,2,40,4.46,3.35,5,16,Online,A
48,72940,Hangzhou,Sales,本科,5,4,55,6,1,60,2.5,3.28,0,14,Ad,B
41,78155,Shanghai,Sales,硕士,0,4,46,7,1,60,3.87,3.69,1,16,Ad,A
22,61657,Guangzhou,Finance,本科,8,1,48,7,1,40,4.61,3.65,4,15,Partner,C
27,98934,Shanghai,Tech,本科,10,8,42,1,2,60,4.1,4.66,7,22,Partner,A
25,71367,Hangzhou,Tech,本科,6,5,45,10,3,0,2.76,3.45,4,10,Partner,B
33,79316,Hangzhou,Sales,硕士,6,4,41,9,0,40,3.79,4.35,0,21,Partner,A
49,84797,Shanghai,Support,本科,12,2,56,0,2,80,3.69,3.19,5,19,Online,B
41,100329,Hangzhou,Finance,硕士,13,5,55,5,1,0,3.48,4.37,6,23,Ad,B
50,101223,Beijing,Tech,本科,6,1,42,4,4,100,2.76,5.0,7,16,Referral,B
35,59952,Shanghai,Sales,高中,4,4,52,9,2,100,2.56,3.66,2,8,Partner,B
57,92669,Chengdu,Product,本科,11,5,47,11,2,40,1.88,4.0,2,10,Event,A
44,74839,Beijing,Support,本科,5,4,40,12,1,100,4.25,4.79,5,24,Online,B
40,61196,Chengdu,Support,本科,8,3,49,2,3,60,3.29,3.88,5,11,Online,B
25,92076,Beijing,Tech,本科,8,5,54,9,2,60,3.76,4.77,3,17,Ad,A
34,60959,Guangzhou,Product,本科,1,7,56,0,1,60,4.34,3.99,8,21,Referral,B
36,60996,Guangzhou,Sales,本科,0,5,66,3,0,0,4.94,3.97,3,19,Partner,A
24,75773,Shenzhen,Finance,本科,7,4,46,10,2,0,4.49,3.69,0,15,Online,A
39,72428,Shenzhen,HR,硕士,5,3,51,1,0,60,2.65,3.68,6,10,Online,C
51,74656,Shenzhen,HR,本科,2,8,62,8,2,0,3.64,3.59,0,17,Referral,A
43,79580,Guangzhou,Support,硕士,7,6,52,3,2,80,3.16,4.44,3,17,Online,B
55,83157,Guangzhou,HR,硕士,7,6,55,2,2,40,4.18,,4,21,Partner,A
48,90543,Beijing,Sales,本科,7,5,41,0,3,20,4.46,3.18,2,9,Event,A
26,82568,Hangzhou,Product,硕士,7,8,47,1,0,100,4.82,3.09,6,5,Online,A
35,59131,Chengdu,Sales,高中,6,5,36,2,0,80,3.96,5.0,2,8,Event,A
46,72695,Beijing,Sales,本科,2,7,46,5,1,60,2.8,3.44,2,22,Partner,A
30,69161,Shenzhen,Sales,本科,8,8,44,8,0,0,2.78,3.19,3,21,Ad,B
39,107657,Shenzhen,Finance,硕士,9,6,44,1,5,60,2.65,4.52,3,15,Ad,A
24,64241,Hangzhou,Tech,本科,1,12,30,3,1,20,2.34,3.26,4,12,Event,A
22,66914,Shanghai,Support,本科,8,5,43,7,0,0,2.1,4.18,1,9,Referral,B
39,84377,Beijing,Product,本科,5,10,53,7,1,40,2.91,4.43,4,0,Event,A
23,80376,Beijing,Support,硕士,10,3,43,1,1,0,3.84,4.87,5,27,Ad,B
40,58759,Chengdu,Support,高中,8,7,42,6,2,20,1.81,4.24,2,6,Online,A
32,64640,Beijing,Support,本科,7,2,37,3,0,100,3.41,3.52,3,18,Event,C
57,83736,Chengdu,HR,本科,11,5,39,11,2,80,3.98,3.72,3,11,Online,A
58,95919,Hangzhou,Finance,本科,5,4,45,7,2,20,2.76,3.72,0,14,Ad,B
51,96099,Beijing,Finance,本科,7,3,38,9,2,20,5.0,3.49,0,10,Partner,A
23,57772,Hangzhou,HR,本科,10,4,42,5,0,40,1.82,2.7,1,24,Event,B
27,76578,Beijing,Product,硕士,0,5,45,6,2,40,2.7,3.88,1,20,Partner,B
43,87595,Chengdu,Tech,本科,5,3,47,0,2,0,3.78,4.14,0,1,Event,A
41,65853,Chengdu,HR,本科,10,6,51,0,3,100,3.1,3.93,2,11,Online,A
33,85280,Shenzhen,Product,硕士,8,10,45,0,1,0,2.86,3.63,0,8,Online,A
38,62384,Guangzhou,Finance,本科,1,6,48,9,3,60,2.13,3.79,5,11,Referral,B
49,78653,Guangzhou,HR,本科,12,5,55,2,0,100,3.33,4.33,0,13,Partner,A
38,72373,Shanghai,HR,本科,7,3,31,5,2,60,4.4,3.83,0,14,Referral,A
32,76882,Beijing,Tech,硕士,0,5,36,5,2,100,5.0,3.01,2,8,Online,A
35,60703,Chengdu,HR,本科,13,4,39,6,2,80,2.66,3.98,3,3,Ad,B
21,66953,Shenzhen,Product,博士,0,5,48,0,1,100,3.05,4.45,0,16,Online,B
47,91532,Beijing,Sales,本科,10,7,61,5,0,0,3.54,4.73,3,3,Referral,A
41,85673,Chengdu,Finance,硕士,11,3,55,7,3,60,3.78,3.87,5,9,Partner,B
31,59968,Chengdu,HR,本科,8,6,37,12,0,40,3.59,2.58,3,16,Ad,B
26,62568,Shenzhen,Finance,本科,6,5,37,2,0,60,3.83,4.34,2,16,Referral,A
41,70597,Chengdu,Sales,本科,6,5,48,5,3,40,3.43,3.64,1,11,Online,A
37,57758,Shanghai,Support,本科,3,8,38,10,2,20,3.72,3.78,4,19,Ad,B
44,106199,Chengdu,Tech,硕士,12,4,53,1,1,80,2.61,4.7,4,14,Online,A
33,65956,Beijing,Tech,高中,4,6,52,8,0,0,3.55,3.51,5,13,Online,B
30,100395,Beijing,Sales,硕士,15,6,37,1,0,0,5.0,3.11,1,15,Event,A
54,86665,Guangzhou,Finance,硕士,2,3,47,3,3,60,3.17,3.43,5,5,Referral,B
26,75370,Hangzhou,Tech,本科,6,7,31,2,1,0,4.33,3.54,4,9,Online,A
31,77065,Chengdu,Tech,本科,8,6,30,7,1,60,3.62,2.6,3,10,Ad,A
54,75342,Hangzhou,Sales,本科,0,4,55,2,2,100,4.3,3.46,3,21,Event,B
49,86102,Chengdu,Tech,硕士,3,5,45,0,2,40,4.08,2.94,6,6,Event,A
23,,Shanghai,Finance,硕士,4,,34,5,5,0,4.02,2.5,6,11,Referral,A
57,75358,Chengdu,HR,硕士,8,9,44,2,0,20,2.57,3.25,4,33,Event,B
24,78195,Chengdu,Tech,硕士,4,3,59,1,1,60,4.19,4.05,3,12,Event,B
48,82543,Chengdu,Product,本科,12,5,35,0,0,0,2.83,4.47,1,15,Referral,A
43,75494,Shenzhen,Sales,本科,4,6,52,7,0,40,4.51,3.36,3,20,Partner,B
25,83361,Beijing,Tech,本科,9,4,43,2,5,20,3.28,,2,26,Online,A
38,85319,Hangzhou,Tech,硕士,6,4,40,7,2,80,1.31,2.78,1,25,Referral,B
48,86817,Shanghai,Sales,本科,4,2,46,5,3,40,3.67,4.28,2,19,Referral,A
52,108035,Guangzhou,Sales,硕士,11,6,45,11,5,80,3.4,3.92,4,22,Referral,A
36,48897,Chengdu,Product,高中,1,5,39,6,4,80,3.57,3.28,4,18,Event,B
23,41305,Guangzhou,Finance,高中,2,8,46,10,0,40,5.0,3.84,2,6,Event,A
48,70361,Chengdu,HR,博士,3,6,52,11,0,100,3.7,2.68,0,17,Event,B
55,110999,Shanghai,Product,博士,4,2,34,0,1,40,3.98,,4,29,Ad,A
27,74493,Chengdu,Product,本科,10,3,32,2,1,40,3.16,3.88,2,9,Referral,A
58,82303,Hangzhou,Sales,本科,5,1,56,4,0,80,3.23,3.68,3,7,Partner,B
53,97088,Shanghai,Support,硕士,3,8,44,2,2,20,2.93,3.9,0,10,Referral,A
22,68930,Beijing,HR,本科,10,3,46,0,5,20,3.13,3.72,2,16,Partner,A
43,56901,Chengdu,Sales,本科,2,6,50,2,1,40,3.95,3.01,3,19,Event,B
51,80157,Guangzhou,Support,本科,14,8,48,0,0,0,3.18,3.83,4,3,Online,A
21,57632,Chengdu,HR,本科,8,9,45,5,4,0,2.77,4.12,2,15,Partner,A
31,86419,Guangzhou,Product,硕士,12,5,46,3,0,20,3.63,3.58,4,13,Online,A
36,74593,Chengdu,Product,本科,8,4,32,9,1,0,2.71,5.0,0,21,Ad,A
48,106808,Hangzhou,Product,博士,7,8,49,0,1,20,3.98,2.97,2,21,Event,A
39,64308,Chengdu,HR,本科,6,4,37,5,2,80,3.77,3.67,2,22,Event,B
39,80990,Guangzhou,Sales,硕士,5,7,54,14,3,80,2.86,2.94,1,17,Referral,B
49,61210,Guangzhou,HR,本科,0,6,49,0,1,80,2.63,2.96,1,14,Ad,C
46,70655,Beijing,Support,本科,3,1,42,3,5,100,3.61,3.85,2,17,Partner,B
44,82542,Chengdu,Sales,博士,2,4,49,7,3,0,4.87,5.0,0,15,Referral,A
44,88128,Shanghai,Finance,本科,4,10,44,2,0,40,3.24,3.58,0,20,Referral,A
48,87702,Shanghai,Sales,硕士,3,4,46,10,0,60,4.25,1.97,2,27,Ad,B
53,66748,Guangzhou,HR,本科,3,5,48,0,2,20,2.84,3.99,1,11,Referral,B
44,75858,Chengdu,Tech,本科,5,6,41,2,4,100,3.98,3.42,6,0,Online,A
32,79152,Hangzhou,Support,本科,11,9,39,2,4,60,3.0,4.29,2,14,Ad,A
47,66871,Chengdu,Support,本科,4,3,46,7,3,80,2.74,3.29,5,12,Partner,D
26,67398,Chengdu,Finance,本科,5,2,51,5,4,80,2.04,2.99,4,23,Partner,C
26,76268,Hangzhou,HR,博士,6,4,42,11,0,20,3.55,4.53,5,17,Online,B
24,97370,Shanghai,Product,硕士,9,8,38,0,4,80,3.86,3.27,3,27,Online,A
29,59793,Hangzhou,HR,本科,2,6,49,9,2,40,3.94,2.97,1,10,Ad,A
43,81216,Shenzhen,Product,本科,5,3,35,6,4,80,3.74,3.64,1,8,Event,A
23,65847,Chengdu,Product,硕士,3,5,43,5,2,60,2.84,3.46,2,16,Ad,B
23,64790,Chengdu,HR,本科,10,6,52,11,5,0,3.31,3.01,4,11,Partner,B
24,50750,Shanghai,Finance,高中,4,1,43,9,0,100,2.1,4.07,0,7,Online,C
21,71057,Shanghai,Sales,本科,9,6,45,1,0,60,4.5,3.24,2,32,Partner,A
44,95351,Chengdu,Finance,本科,16,8,53,3,0,60,4.1,4.86,3,17,Referral,A
21,,Guangzhou,Sales,本科,3,5,35,0,4,60,3.58,3.56,2,15,Online,A
41,114990,Shanghai,Tech,本科,9,8,51,4,4,20,3.64,3.93,4,18,Partner,A
50,89040,Beijing,Support,硕士,5,10,40,5,3,20,3.05,2.83,3,9,Ad,A
54,88022,Shenzhen,Sales,本科,4,5,58,0,5,20,3.75,4.67,1,8,Event,A
57,113980,Shenzhen,Tech,本科,10,2,45,2,1,80,3.57,3.4,1,10,Event,B
39,77855,Guangzhou,HR,硕士,12,,50,13,1,100,2.69,3.96,0,20,Ad,B
22,68794,Chengdu,Finance,博士,2,2,51,2,5,80,3.22,4.13,2,9,Referral,A
